,Premise,Hypothesis,Label
100333,This comment was based on the Internal Control-Integrated Framework guidance for small businesses.,"7This comment was based on the standards and guidance contained in Internal Control-Integrated Framework, published by the Committee of Sponsoring Organizations (COSO) of the Treadway Commission, for reporting on the effectiveness of internal control, which addresses a company's control environment including boards of directors and audit committees.",neutral
112769,Everything together adds up to almost a thousand dollars.,probably total cost with monthly minimum and cart storage and membership would make it about a thousand dollars a year,entailment
76787,Walking tours of Old Town happen daily on the hour through several organization.,"The present crose erected in 1756, is the starting point for many walking tours of the Old Town.",neutral
2070,The farmer and the fisherman may come to Paris for different reasons from everyone else.,"Paris and its immediate surroundings are a magnet for tourists, students, businessmen, artists, inventors ' in short, everyone except perhaps the farmer and fisherman, who may well come to the city to protest government policies.",entailment
139076,He finished the task very very quickly.,He was some time over the task.,contradiction
240846,The DOD reports that they new policies for acquisitions is in the best interest of the DOD only.,DOD recently made constructive changes to its acquisition policy that embrace best,contradiction
51086,The Celts felt strongly about family bonds.,"The Celts were organized along a family- and clan-based system, and Celtic Ireland became a series of independent kingdoms.",neutral
59989,Complexo Balnear do Lido has a year round public swimming pool.,"Most of Madeira's good hotels have their own swimming pools, but if yours doesn't, year-round swimming is open to the public at the excellent Complexo Balnear do Lido (Lido Swimming Complex; Tel. 291/762 217) in Funchal's Tourist Zone.",neutral
23211,The less resources to build the project means it will be built sooner.,"The 22,000 MWe difference, between the number of FGDs which would be cost effective to build and the estimated number based on resources, would be pushed back a few years to be completed by 2010.",contradiction
365049,I could have gotten more miles if I had not driven on bad roads.,yeah yeah hm well i i you know it's just a that's the biggest hassle i think that if i had been nicer to my Escort and been more diligent about getting the oil changes and doing that kind of stuff i could have probably gotten another ten thousand miles out of it,neutral
153874,Only the lazy employees will need to improve.,"Likewise, to accomplish the objectives for GAO's internal improvements will take the dedication and persistence of all of our talented employees.",contradiction
259521,"Due to the lack of Energy Efficient Technology, the cost of electricity is rising.","With less energy efficiency technology penetrating the market, a greater level of control equipment must be installed and operated which, in turn, drives up the cost of generation.",neutral
351222,This report is being submitted by me because the vice president hasn't provided.,"a 716(b), I am submitting this report because the Vice President, as Chair of the National Energy Policy Development Group (NEPDG), has not provided the General Accounting Office (GAO) with access to certain records relating to the process by which the National Energy Policy was developed.",entailment
162965,"Seat belt use was an issue that many citizens and car companies cared about, but the President certainly did not.",The Presidential Initiative to Increase Seat Belt Use Nation-wide,contradiction
83633,They were all such great people on the team.,oh i don't know shooting for one for the thumb now is what they were saying but basically everyone that was on the team then is gone now so,neutral
